artikul,mehsul_adi,aciqlama,ilkin_qiymet,kataloq_qiymeti,anbar_qiymeti,saticilara_ozel_endirimli_qiymet,mehsul_bali
910589,Dəstəkli mətbəx bıçaqları dəsti,Dəstəkli mətbəx bıçaqları dəsti - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-066148?sponsornumber=733560909&page=8,167.99,119.99,88.88,,26.93
910662,Universal konteynerlər dəsti,Universal konteynerlər dəsti - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011004-084452?sponsornumber=733560909&page=8,47.99,23.99,17.77,,5.38
910587,"Universal saxlama konteyneri, 1,5 l","Universal saxlama konteyneri, 1,5 l - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-066146?sponsornumber=733560909&page=8",23.99,16.79,12.44,,3.77
910634-910634,Floristik ornamentli dəsmal,Floristik ornamentli dəsmal - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0199-081946?sponsornumber=733560909&page=8,59.99,45.59,33.77,,10.23
910608,"Orta boşqab ""Baha əhvalı""","Orta boşqab ""Baha əhvalı"" - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011004-068131?sponsornumber=733560909&page=8",22.09,10.99,8.14,,2.47
910601,"Hamam dəsmalı ""Ürək""","Hamam dəsmalı ""Ürək"" - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-067441?sponsornumber=733560909&page=8",82.79,55.19,40.88,,12.39
910551,"Çay qaşığı ""Klassika""","Çay qaşığı ""Klassika"" - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-062282?sponsornumber=733560909&page=8",9.69,6.89,5.1,,1.55
910550,"Çəngəl ""Klassika""","Çəngəl ""Klassika"" - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-062281?sponsornumber=733560909&page=8",13.79,9.59,7.1,,2.15
910549,"Qaşıq ""Klassika""","Qaşıq ""Klassika"" - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-062280?sponsornumber=733560909&page=8",13.79,9.59,7.1,,2.15
910548,"Bıçaq ""Klassika""","Bıçaq ""Klassika"" - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-062276?sponsornumber=733560909&page=8",16.59,12.39,9.18,,2.78
910575,"Saxlama konteyneri, 2200 ml","Saxlama konteyneri, 2200 ml - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-063432?sponsornumber=733560909&page=8",22.09,16.49,12.21,,3.7
910574,"Saxlama konteyneri, 1740 ml","Saxlama konteyneri, 1740 ml - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-063431?sponsornumber=733560909&page=8",22.09,16.49,12.21,,3.7
910543,"Böyük salat qabı, kolleksiya ""Klassika""","Böyük salat qabı, kolleksiya ""Klassika"" - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-061835?sponsornumber=733560909&page=8",33.09,17.89,13.25,,4.02
30848,Sərt səthləri təmizləmək üçün vərəqlər,Sərt səthləri təmizləmək üçün vərəqlər - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-060362?sponsornumber=733560909&page=8,19.29,9.59,7.1,,2.15
10092,Aromio efir yağları üçün ultrasəsəli aromadiffuzor,Aromio efir yağları üçün ultrasəsəli aromadiffuzor - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-053078?sponsornumber=733560909&page=9,137.99,68.99,51.1,,15.48
30289,Paltar və parçalar üçün refreşer «Lavanda və berqamot» FABERLIC HOME,Paltar və parçalar üçün refreşer «Lavanda və berqamot» FABERLIC HOME - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-027729?sponsornumber=733560909&page=9,9.59,7.19,5.33,,1.62
30024,Zərif və yun parçalar üçün konsentrləşdirilmiş yuyucu toz,Zərif və yun parçalar üçün konsentrləşdirilmiş yuyucu toz - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-00424?sponsornumber=733560909&page=9,27.59,15.19,11.25,,3.41
30023,Universal konsentrləşdirilmiş yuyucu toz “Dağ təravəti”,Universal konsentrləşdirilmiş yuyucu toz “Dağ təravəti” - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-00403?sponsornumber=733560909&page=9,27.59,19.29,14.29,,4.33
30020,Universal konsentrləşdirilmiş yuyucu toz,Universal konsentrləşdirilmiş yuyucu toz - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-00400?sponsornumber=733560909&page=9,27.59,19.29,14.29,,4.33
910239,"İstiyə davamlı şüşədən qab qapaq ilə, 1,5 l","İstiyə davamlı şüşədən qab qapaq ilə, 1,5 l - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-018539?sponsornumber=733560909&page=9",26.39,19.19,14.21,,4.31
910075,İkiüzlü antibakterial təsirli süngər,İkiüzlü antibakterial təsirli süngər - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-006450?sponsornumber=733560909&page=9,10.99,8.29,6.14,,1.86
11160,Шарики для устранения запаха в холодильнике,Шарики для устранения запаха в холодильнике - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-00022?sponsornumber=733560909&page=9,,13.79,10.21,,3.09
30341,Parfümləşdirilmiş ev spreyi “Tonka və vanil”,Parfümləşdirilmiş ev spreyi “Tonka və vanil” - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-072395?sponsornumber=733560909&page=9,8.39,4.09,3.03,,0.92
910654,Buxarlı ütü,Buxarlı ütü - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010207-083980?sponsornumber=733560909&page=9,191.99,134.39,99.55,,30.17
30893,"Qatılaşdırılmış qabyuyan gel ""Sitruslu miks"" Home Gnome Greenly","Qatılaşdırılmış qabyuyan gel ""Sitruslu miks"" Home Gnome Greenly - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-064753?sponsornumber=733560909&page=9",10.79,5.69,4.21,,1.28
910561,"Antiyanma qatlı tava ""Melissa"", 28 sm","Antiyanma qatlı tava ""Melissa"", 28 sm - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-063240?sponsornumber=733560909&page=9",71.79,52.39,38.81,,11.76
910560,"Antiyanma qatlı tava ""Melissa"", 26 sm","Antiyanma qatlı tava ""Melissa"", 26 sm - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-063225?sponsornumber=733560909&page=9",66.19,46.89,34.73,,10.52
910559,"Antiyanma qatlı tava ""Melissa"", 22 sm","Antiyanma qatlı tava ""Melissa"", 22 sm - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-063224?sponsornumber=733560909&page=9",55.19,41.39,30.66,,9.29
910522,Toster,Toster - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010207-056330?sponsornumber=733560909&page=9,248.39,165.59,122.66,,37.17
910439,"Paslanmayan poladdan qazan 5,8 l Premium","Paslanmayan poladdan qazan 5,8 l Premium - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011004-046268?sponsornumber=733560909&page=9",248.39,165.59,122.66,,37.17
910154,Dəm çaydanı Qunfu,Dəm çaydanı Qunfu - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-011702?sponsornumber=733560909&page=9,49.69,35.89,26.59,,8.06
11721,Süni qu quşu tükü ilə yastıq 50 x 70 sm,Süni qu quşu tükü ilə yastıq 50 x 70 sm - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-00675?sponsornumber=733560909&page=9,55.19,41.39,30.66,,9.29
2731,Bütün saç tipləri üçün şampun “Qidalanma və bərpa” L.OVE,Bütün saç tipləri üçün şampun “Qidalanma və bərpa” L.OVE - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01070303-004328?sponsornumber=733560909&page=0,11.99,5.49,4.07,,1.23
13346,“Çiyələk” uşaq bədən və saç parfümləşdirilmiş suyu Glam Kitty,“Çiyələk” uşaq bədən və saç parfümləşdirilmiş suyu Glam Kitty - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0103-082017?sponsornumber=733560909&page=0,7.19,4.79,3.55,,2.15
910646,Uşaqlar üçün masaj darağı Umooo 3+,Uşaqlar üçün masaj darağı Umooo 3+ - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010207-081364?sponsornumber=733560909&page=0,7.19,4.29,3.18,,0.96
600863,Uşaq üzükləri dəsti Glam Kitty «Meyvəli bağ»,Uşaq üzükləri dəsti Glam Kitty «Meyvəli bağ» - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020702-067720?sponsornumber=733560909&page=0,4.79,2.39,1.77,,0.54
600862,Uşaq üzükləri dəsti Glam Kitty «Tropik səyahət»,Uşaq üzükləri dəsti Glam Kitty «Tropik səyahət» - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020702-067719?sponsornumber=733560909&page=0,4.79,2.39,1.77,,0.54
41307,Dodaq balzam-qələmi Glam Kitty «Konfet»,Dodaq balzam-qələmi Glam Kitty «Konfet» - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020201-067709?sponsornumber=733560909&page=0,7.19,4.29,3.18,,0.96
41306,Dodaq balzam-qələmi Glam Kitty «Qarpız»,Dodaq balzam-qələmi Glam Kitty «Qarpız» - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020201-067708?sponsornumber=733560909&page=0,7.19,4.29,3.18,,0.96
12028,"Universal uşaq kremi ""Moruqlu ayıcıq"" Umooo 3+","Universal uşaq kremi ""Moruqlu ayıcıq"" Umooo 3+ - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-061453?sponsornumber=733560909&page=0",5.99,4.29,3.18,1.92,1.93
10096,"Uşaq şampunu ""Moruqlu ayıcıq"" Umooo 3+","Uşaq şampunu ""Moruqlu ayıcıq"" Umooo 3+ - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01070302-061047?sponsornumber=733560909&page=0",9.59,7.19,5.33,3.03,3.23
2025,Ftorsuz uşaq diş məcunu Umooo 3+,Ftorsuz uşaq diş məcunu Umooo 3+ - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010601-060838?sponsornumber=733560909&page=0,4.79,2.39,1.77,,0.54
3364,Uşaqlar üçün bədən və saç aromatik suyu,Uşaqlar üçün bədən və saç aromatik suyu - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0103-052329?sponsornumber=733560909&page=0,7.19,4.79,3.55,,2.15
41160,"Dodaq balzamı ""Moruqlu Kitti"" Glam Kitty","Dodaq balzamı ""Moruqlu Kitti"" Glam Kitty - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020201-055141?sponsornumber=733560909&page=0",8.29,4.09,3.03,,0.92
3266,Uşaqlar üçün intim gigiyena geli Umooo 3+,Uşaqlar üçün intim gigiyena geli Umooo 3+ - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010603-052320?sponsornumber=733560909&page=0,9.59,4.29,3.18,,0.96
55377,Göz və üz üçün parıldadıcı paleti Glam Kitty,Göz və üz üçün parıldadıcı paleti Glam Kitty - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020103-040482?sponsornumber=733560909&page=0,8.29,4.89,3.62,,1.1
40841,Dodaq balzam-tinti «Çiyələkli süd» Glam Kitty,Dodaq balzam-tinti «Çiyələkli süd» Glam Kitty - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020205-004882?sponsornumber=733560909&page=0,10.99,5.49,4.07,,1.23
0939,Portağal dadı ilə uşaqlar üçün dodaq balzamı Umooo,Portağal dadı ilə uşaqlar üçün dodaq balzamı Umooo - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080102-042826?sponsornumber=733560909&page=0,5.99,3.09,2.29,,0.69
2810,Asan darama üçün uşaqlar üçün sprey UMOOO 3+,Asan darama üçün uşaqlar üçün sprey UMOOO 3+ - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0103-025627?sponsornumber=733560909&page=0,11.99,5.99,4.44,,2.69
30515,Uşaq paltarları yumaq üçün gel-konsentrat UMOOO,Uşaq paltarları yumaq üçün gel-konsentrat UMOOO - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-042924?sponsornumber=733560909&page=0,19.19,14.39,10.66,6.88,3.23
2824,Uşaq şampun-duş geli Umooo 3+,Uşaq şampun-duş geli Umooo 3+ - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01070302-029646?sponsornumber=733560909&page=0,9.59,4.29,3.18,,0.96
2809,Uşaq şampun-balzamı Umooo 3+,Uşaq şampun-balzamı Umooo 3+ - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0103-025623?sponsornumber=733560909&page=0,9.59,4.29,3.18,,0.96
3403,Qadınlar üçün Aora parfüm suynunun sınaq nümunəsi,Qadınlar üçün Aora parfüm suynunun sınaq nümunəsi - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010504-032703?sponsornumber=733560909&page=0,,1.39,1.34,,0.41
704531,Промокод на 30 ман. при покупке на 45 ман. (Промокод для Азербайджана),Промокод на 30 ман. при покупке на 45 ман. (Промокод для Азербайджана) - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/060203-102498?sponsornumber=733560909&page=0,,30.0,30.0,,0.0
704530,Промокод на 15 ман. при покупке на 45 ман. (Промокод для Азербайджана),Промокод на 15 ман. при покупке на 45 ман. (Промокод для Азербайджана) - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/060203-102497?sponsornumber=733560909&page=0,,15.0,15.0,,0.0
704529,Промокод на 9 ман. при покупке на 45 ман. (Промокод для Азербайджана),Промокод на 9 ман. при покупке на 45 ман. (Промокод для Азербайджана) - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/060203-102496?sponsornumber=733560909&page=0,,9.0,9.0,,0.0
704528,Промокод на 3 ман. при покупке на 30 ман. (Промокод для Азербайджана),Промокод на 3 ман. при покупке на 30 ман. (Промокод для Азербайджана) - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/060203-102494?sponsornumber=733560909&page=0,,3.0,3.0,,0.0
701010,Təhsil platforması: əsas (10 bal),Təhsil platforması: əsas (10 bal) - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/060203-01844?sponsornumber=733560909&page=0,,9.0,9.0,,10.0
701025,Təhsil platforması: qabaqcıl (25 bal),Təhsil platforması: qabaqcıl (25 bal) - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/060203-01845?sponsornumber=733560909&page=0,,22.0,22.0,,25.0
701050,Təhsil platforması: premium (50 bal),Təhsil platforması: premium (50 bal) - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/060203-01846?sponsornumber=733560909&page=0,,44.0,44.0,,50.0
703100,Təhsil platforması: biznes-balans çarxı (100 bal),Təhsil platforması: biznes-balans çarxı (100 bal) - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/060203-043191?sponsornumber=733560909&page=0,,86.0,86.0,,100.0
701037,Wikium-onlyan platforma (beyin trenajoru/80 bal),Wikium-onlyan platforma (beyin trenajoru/80 bal) - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/060203-001268?sponsornumber=733560909&page=0,,110.0,110.0,,80.0
701053,Wikium-onlyan platforma (beyin trenajoru/1-ci ödəniş 50 bal),Wikium-onlyan platforma (beyin trenajoru/1-ci ödəniş 50 bal) - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/060203-002352?sponsornumber=733560909&page=0,,66.0,66.0,,50.0
701054,Wikium-onlyan platforma (beyin trenajoru/2-ci ödəniş 30 bal),Wikium-onlyan platforma (beyin trenajoru/2-ci ödəniş 30 bal) - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/060203-002353?sponsornumber=733560909&page=0,,44.0,44.0,,30.0
98110,КАТАЛОГ FABERLIC АЗЕРБАЙДЖАН № 10_2026,КАТАЛОГ FABERLIC АЗЕРБАЙДЖАН № 10_2026 - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/1218-093158?sponsornumber=733560909&page=0,,2.0,2.0,,0.0
98109,КАТАЛОГ FABERLIC АЗЕРБАЙДЖАН № 09_2026,КАТАЛОГ FABERLIC АЗЕРБАЙДЖАН № 09_2026 - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/1218-093155?sponsornumber=733560909&page=0,,2.0,2.0,,0.0
3414,Kişilər üçün tualet suyunun sınaq nümunəsi Spiceman,Kişilər üçün tualet suyunun sınaq nümunəsi Spiceman - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010504-065912?sponsornumber=733560909&page=0,,1.89,1.89,,0.57
98104,КАТАЛОГ FABERLIC АЗЕРБАЙДЖАН № 04_2026,КАТАЛОГ FABERLIC АЗЕРБАЙДЖАН № 04_2026 - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/1218-093146?sponsornumber=733560909&page=0,,2.0,2.0,,0.0
34054,Qadınlar üçün parfüm suyunun sınaq nümunəsi Polly,Qadınlar üçün parfüm suyunun sınaq nümunəsi Polly - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010504-092310?sponsornumber=733560909&page=0,,1.39,1.39,,0.42
34049,Kişilər üçün tualet suyunun sınaq nümunəsi Aquilon,Kişilər üçün tualet suyunun sınaq nümunəsi Aquilon - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010504-091481?sponsornumber=733560909&page=0,,1.39,1.39,,0.42
781818,"Hədiyə qutusu ""Bayram aksentləri""","Hədiyə qutusu ""Bayram aksentləri"" - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/020602-085298?sponsornumber=733560909&page=0",,1.19,1.19,,0.0
34080,Qadınlar üçün ətrin sınaq nümunəsi Mur Mur Moka,Qadınlar üçün ətrin sınaq nümunəsi Mur Mur Moka - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010504-082845?sponsornumber=733560909&page=0,,1.39,1.39,,0.42
6971-6972,It's Collagen nəmləndirici tonal flüidinin sınaq nümunəsi,It's Collagen nəmləndirici tonal flüidinin sınaq nümunəsi - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0199-091901?sponsornumber=733560909&page=1,,1.69,1.69,,0.51
6010-6020,5-i 1-də Hyaluronic Makeup hialuronlu nəmləndirici tonal kreminin sınaq nümunəsi,5-i 1-də Hyaluronic Makeup hialuronlu nəmləndirici tonal kreminin sınaq nümunəsi - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0199-091899?sponsornumber=733560909&page=1,,1.89,1.89,,0.57
34043,Lancelot White kişilər üçün tualet suyunun sınaq nümunəsi,Lancelot White kişilər üçün tualet suyunun sınaq nümunəsi - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010504-065930?sponsornumber=733560909&page=1,,1.39,1.39,,0.42
3417,Qadınlar üçün Mur Mur Blanc parfüm suyunun sınaq nümunəsi,Qadınlar üçün Mur Mur Blanc parfüm suyunun sınaq nümunəsi - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010504-065909?sponsornumber=733560909&page=1,,1.39,1.39,,0.42
34038,Vent d'Aventures Virage kişilər üçün tualet suyunun sınaq nümunəsi,Vent d'Aventures Virage kişilər üçün tualet suyunun sınaq nümunəsi - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010504-065158?sponsornumber=733560909&page=1,,1.39,1.39,,0.42
